time,open,high,low,close,volume
2021-09-08,124600,124600,123000,124600,813400
2021-09-09,124600,129000,124000,129000,1226800
2021-09-10,129500,130000,129199,129800,921800
2021-09-13,129800,129800,128000,128000,1019600
2021-09-14,127400,127800,125000,125800,886300
2021-09-15,125300,126400,125300,126000,688100
2021-09-16,126000,126200,125100,126000,713100
2021-09-17,126000,126100,124000,124900,1237700
2021-09-20,125000,125900,123500,124200,704400
2021-09-21,124200,124200,122000,123500,631600
2021-09-22,123500,123700,121500,123300,701200
2021-09-23,123300,124000,122000,123700,697200
2021-09-24,123600,125200,123000,125000,1043200
2021-09-27,125100,129699,125000,129000,1228000
2021-09-28,128800,129300,128000,129000,842800
2021-09-29,129000,129100,127000,128500,855900
2021-09-30,128000,128800,126900,127900,761000
2021-10-01,127500,129000,125500,128800,764200
2021-10-04,128800,132000,128500,131800,1035800
2021-10-05,131400,131700,129199,130800,813900
2021-10-06,130800,130800,128000,129400,740600
2021-10-07,129400,130000,127300,128800,745200
2021-10-08,128800,129000,127100,128900,724900
2021-10-11,129699,132500,129000,132500,1098600
2021-10-12,132500,132800,131800,132500,922800
2021-10-13,132800,134100,132500,133900,815200
2021-10-14,133300,134400,132500,134400,817100
2021-10-15,134400,134500,130900,131700,982000
2021-10-18,131000,131600,129800,131200,844300
2021-10-19,131000,135200,130000,135200,1077000
2021-10-20,135200,136500,133300,135900,938400
2021-10-21,135900,135900,131800,131800,864500
2021-10-22,131900,132800,131600,131800,788400
2021-10-25,131800,133500,131300,131800,898200
2021-10-26,131800,132600,130699,132500,876300
2021-10-27,132500,135000,132300,134000,922500
2021-10-28,134000,134400,132800,133500,887800
2021-10-29,133000,134000,132000,132000,763800
2021-11-01,131900,131900,129900,130000,991500
2021-11-02,130000,132000,130000,132000,919800
2021-11-03,131800,132000,128000,129800,728500
2021-11-04,129300,129800,127400,129600,681700
2021-11-05,129600,130300,129199,130000,869300
2021-11-08,129800,132000,129600,131800,1047900
2021-11-09,131900,131900,129300,131000,798700
2021-11-10,131000,131000,128800,129699,716900
2021-11-11,129199,129400,127300,128600,823500
2021-11-12,128199,128900,127500,128600,755200
2021-11-15,128100,128600,126000,127000,803300
2021-11-16,126500,127900,125500,127900,798400
2021-11-17,127500,128000,127000,127900,746000
2021-11-18,127900,128000,125600,126500,907700
2021-11-19,126500,127900,126200,127800,958800
2021-11-22,128199,128400,126000,128000,799300
2021-11-23,127800,132100,127500,132000,1315200
2021-11-24,132400,132400,130800,132200,1180200
2021-11-25,132200,132800,130900,132000,1018500
2021-11-26,131800,131800,128100,129500,911400
2021-11-29,128900,128900,124500,125000,873500
2021-11-30,123000,123700,121600,122500,669000
2021-12-01,121600,122000,116800,120000,819000
2021-12-02,120000,120900,119700,120400,814300
2021-12-03,120400,120800,118300,120400,805100
2021-12-06,119800,120500,118000,120500,775800
2021-12-07,120000,123000,118500,123000,921000
2021-12-08,122800,123000,120100,121400,732800
2021-12-09,120900,123500,119500,123500,839700
2021-12-10,123600,125000,122500,124500,677000
2021-12-13,124500,126000,124000,125800,907500
2021-12-14,126000,126000,123100,124000,794800
2021-12-15,123900,124300,122900,124000,779800
2021-12-16,123100,124000,121100,122800,771600
2021-12-17,122900,123600,121400,122500,744300
2021-12-20,122500,122500,120000,122100,708000
2021-12-21,121900,122500,121500,122500,680800
2021-12-22,122500,123000,121000,122700,698600
2021-12-23,122700,123900,120700,123900,690500
2021-12-24,123900,124500,122800,124000,776800
2021-12-27,124000,125000,123000,125000,718700
2021-12-28,125700,125900,122700,125200,770700
2021-12-29,125200,125400,123400,125200,863100
2021-12-30,124600,126000,124000,126000,881800
2021-12-31,126000,128300,125800,128300,894700
2022-01-04,128300,128300,126000,126000,689600
2022-01-05,125800,125900,123000,123000,570100
2022-01-06,123000,124400,122700,123800,627100
2022-01-07,123800,124100,121800,123800,642900
2022-01-10,123900,123900,122500,123300,647100
2022-01-11,123500,123800,122000,123800,681400
2022-01-12,123000,123200,120800,123200,624600
2022-01-13,123000,123000,120000,122000,706800
2022-01-14,121900,122300,121000,122000,585400
2022-01-17,121500,122000,120000,120500,644300
2022-01-18,120500,124500,120000,124500,842300
2022-01-19,124000,126300,122000,126300,1015700
2022-01-20,126000,126300,123600,123600,901800
2022-01-21,123600,123700,121000,122000,515100
2022-01-24,121800,122000,117300,120500,605600
2022-01-25,120500,121300,118500,121300,576600
2022-01-26,121300,121300,119000,121100,666100
2022-01-27,121000,121800,119100,121100,714600
2022-01-28,121500,122700,121100,121900,574300
2022-02-07,122800,130400,122800,130400,1056700
2022-02-08,130699,132700,130100,131500,829100
2022-02-09,130800,135000,129800,135000,1157100
2022-02-10,134800,134800,132300,133000,1069200
2022-02-11,132800,132900,129800,132800,872700
2022-02-14,132000,140000,132000,140000,1282800
2022-02-15,138900,140000,137000,139200,908700
2022-02-16,139500,139500,137100,139200,640900
2022-02-17,139000,141600,138300,141600,1176900
2022-02-18,140100,149000,140100,149000,1422400
2022-02-21,147500,148600,146000,146000,974300
2022-02-22,144000,144300,141200,142800,799500
2022-02-23,142400,149000,142000,148200,1153400
2022-02-24,146900,148200,143500,148000,731400
2022-02-25,148100,148100,145100,145100,754400
2022-02-28,144500,144500,138600,140100,794300
2022-03-01,139000,142500,139000,140900,808300
2022-03-02,140800,145000,140300,145000,1116200
2022-03-03,145000,145000,141300,143400,641900
2022-03-04,142500,142800,139400,139400,691700
2022-03-07,138600,138600,134000,134200,799700
2022-03-08,134000,137000,133800,137000,863400
2022-03-09,136900,141700,136500,140000,958200
2022-03-10,140000,140300,139000,139000,789300
2022-03-11,138500,139800,137500,138500,1010700
2022-03-14,138600,146300,138400,145000,1427400
2022-03-15,145000,148000,144500,148000,1413500
2022-03-16,147000,147000,144200,147000,1041100
2022-03-17,146000,147000,144000,145000,1006900
2022-03-18,144200,148200,142700,148200,2407800
2022-03-21,146100,146100,143000,143300,788200
2022-03-22,143300,143300,140000,140800,744000
2022-03-23,140800,141000,139200,141000,721600
2022-03-24,141000,144000,139900,144000,1171100
2022-03-25,144000,144000,142400,143000,807500
2022-03-28,142800,142900,139500,140800,738800
2022-03-29,140800,142900,140000,142900,1037400
2022-03-30,142000,142500,139500,140500,721200
2022-03-31,140400,141300,139500,140500,598100
2022-04-01,140500,141000,136500,140900,665600
2022-04-04,140900,143500,139000,142900,988900
2022-04-05,142900,143500,141500,141500,666200
2022-04-06,141000,141300,138900,141000,609800
2022-04-07,140500,140500,137000,137000,728900
2022-04-08,137000,138800,136500,138400,661700
2022-04-12,139200,140000,137500,138000,770500
2022-04-13,138100,138500,137400,138100,772300
2022-04-14,137500,138600,135000,136900,639100
2022-04-15,136900,137200,135400,135900,600600
2022-04-18,136000,139000,135000,138300,777600
2022-04-19,138300,143100,137200,143100,1011500
2022-04-20,142800,144300,141500,142000,771600
2022-04-21,140000,142200,136500,136500,732600
2022-04-22,136600,141000,136600,138200,908300
2022-04-25,138200,138500,128600,131000,637900
2022-04-26,129500,132600,124500,129000,681900
2022-04-27,125500,129500,125000,129000,483300
2022-04-28,128000,129300,126000,129000,393400
2022-04-29,128500,130800,126500,129900,547400
2022-05-04,129500,131300,129000,130300,488600
2022-05-05,130000,130800,128400,130800,431400
2022-05-06,130000,130000,126800,128000,369700
2022-05-09,127000,128000,122500,124000,561000
2022-05-10,123900,129100,122500,129100,625400
2022-05-11,128900,129000,126100,126500,532100
2022-05-12,126500,126600,121500,124800,633600
2022-05-13,124500,127400,123500,125900,687900
2022-05-16,126300,127000,123000,126000,619700
2022-05-17,126000,128000,123600,128000,610300
2022-05-18,127500,127500,124000,125700,660900
2022-05-19,124000,125800,122200,125300,757000
2022-05-20,125400,125500,123000,125300,502300
2022-05-23,125300,125500,122300,125000,648900
2022-05-24,124800,125300,123000,125300,608800
2022-05-25,124500,125900,123400,125700,778900
2022-05-26,125700,125700,123500,125000,583700
2022-05-27,125000,127000,124100,127000,858700
2022-05-30,127300,132500,127300,132500,1157800
2022-05-31,132600,132600,129800,130900,638700
2022-06-01,130500,131500,129600,131300,662200
2022-06-02,131500,131500,128000,128699,822800
2022-06-03,128500,128600,125400,127000,631300
2022-06-06,125500,128100,125000,127600,681100
2022-06-07,127000,127000,125500,126800,607500
2022-06-08,126500,127200,125800,127000,656500
2022-06-09,126300,127800,125800,127800,643900
2022-06-10,127300,128900,126000,127700,683500
2022-06-13,126500,126800,123500,124900,584500
2022-06-14,124000,124800,123300,124800,625300
2022-06-15,124800,125100,122900,124500,691800
2022-06-16,124300,127500,123400,125400,678700
2022-06-17,125000,125100,122100,124900,561700
2022-06-20,125000,127200,124700,127000,759500
2022-06-21,126000,128000,125000,127800,710600
2022-06-22,127800,130000,127500,129300,930700
2022-06-23,129300,129600,126300,128199,682700
2022-06-24,128300,129000,126500,128300,621000
2022-06-27,129000,133000,128300,133000,964000
2022-06-28,133000,133200,131500,133000,629900
2022-06-29,132900,132900,131000,132300,540900
2022-06-30,131800,132400,129199,130000,561300
2022-07-01,129000,130100,127300,130100,517700
2022-07-04,130000,130100,129199,129600,585200
2022-07-05,129500,129500,125900,125900,518100
